GID,tif,min,max,mean,count,sum,std,median,percentile_90
2006_881,2006_881_rbr_w_offset.tif,-80.63688659667969,290.2846984863281,20.34131786040146,685,13933.802734375,72.18370993564463,-2.1663501262664795,137.05331420898438
2019_1518,2019_1518_rbr_w_offset.tif,-83.80960845947266,177.28353881835938,29.420032334511568,778,22888.78515625,40.62471439186238,20.85590362548828,78.04334030151374
2007_493,2007_493_rbr_w_offset.tif,-141.92608642578125,136.50143432617188,3.894622193736142,451,1756.474609375,53.73673637454609,12.882012367248535,65.6219253540039
1996_630,1996_630_rbr_w_offset.tif,-292.56182861328125,389.49432373046875,-4.29083546852123,8196,-35167.6875,112.25468545841612,-26.48652458190918,167.50344848632812
2007_993,2007_993_rbr_w_offset.tif,-125.7518310546875,409.2952575683594,65.3742968104872,1211,79168.2734375,117.7000077477562,17.837711334228516,252.10093688964844
2018_2811,2018_2811_rbr_w_offset.tif,-118.854736328125,498.5611877441406,172.91945266272188,2535,438350.8125,164.1951187641027,174.99899291992188,386.3981628417969
2014_2249,2014_2249_rbr_w_offset.tif,-381.7308349609375,436.89947509765625,106.27589510409517,4371,464531.9375,150.3632441889462,80.5015869140625,312.8659362792969
1996_716,1996_716_rbr_w_offset.tif,-144.29893493652344,591.0054931640625,207.41785777307217,5667,1175437.0,128.48662038219575,198.48095703125,387.33040161132817
1999_463,1999_463_rbr_w_offset.tif,-545.3587036132812,618.7752685546875,262.74658025114513,96279,25296978.0,179.39581303832816,293.47906494140625,480.1775207519531
2002_714,2002_714_rbr_w_offset.tif,-496.06634521484375,410.6718444824219,-5.7831895007166745,10465,-60521.078125,142.03479415787166,-15.562273025512695,175.73809814453125
1995_1673,1995_1673_rbr_w_offset.tif,-5.12916374206543,477.5574035644531,301.44375,600,180866.25,86.22741158727226,315.50140380859375,391.27178955078125
2006_878,2006_878_rbr_w_offset.tif,-52.17346954345703,419.5727844238281,180.6790682164634,656,118525.46875,114.88646093312876,194.44979858398438,330.9834442138672
2010_876,2010_876_rbr_w_offset.tif,-76.30347442626953,501.8305969238281,175.3633545310016,3145,551517.75,120.20110140635802,161.82757568359375,352.4806823730469
2021_2306,2021_2306_rbr_w_offset.tif,-146.86380004882812,225.83424377441406,72.5244574964132,697,50549.546875,64.65186531056209,70.7065200805664,155.36572875976563
1995_1317,1995_1317_rbr_w_offset.tif,-359.8849182128906,515.4527587890625,134.49497953440778,23454,3154445.25,105.20801325628778,132.64097595214844,270.7710876464844
1996_674,1996_674_rbr_w_offset.tif,-102.16255950927734,578.0465698242188,258.92911403209285,2929,758403.375,139.70100709427211,248.79904174804688,459.2485046386719
2005_515,2005_515_rbr_w_offset.tif,-359.090087890625,462.822509765625,201.18014927545272,48099,9676564.0,123.27952115109063,218.23338317871094,348.7882019042969
1995_1271,1995_1271_rbr_w_offset.tif,-255.12747192382812,632.6976928710938,307.87149675448643,13095,4031577.25,166.36835747892863,322.1689758300781,519.4973266601563
1995_1297,1995_1297_rbr_w_offset.tif,-83.89791107177734,411.5889892578125,229.2652088128905,3041,697195.5,87.81866902640905,240.40093994140625,333.2169189453125
2015_1140,2015_1140_rbr_w_offset.tif,-70.98265838623047,483.31842041015625,207.99949827981652,2616,544126.6875,101.64162186816996,211.02880859375,337.7567138671875
2019_748,2019_748_rbr_w_offset.tif,-532.959716796875,466.9779357910156,226.22501553061844,75657,17115506.0,119.23227438510041,254.3941650390625,353.7809143066406
2021_1890,2021_1890_rbr_w_offset.tif,-136.99917602539062,509.2450866699219,238.9123705039269,32723,7817929.5,113.0122045377396,251.47471618652344,376.550341796875
1996_670,1996_670_rbr_w_offset.tif,-142.81475830078125,616.3790283203125,187.07361364870872,20251,3788427.75,161.8537399883142,163.3213653564453,436.20220947265625
2003_885,2003_885_rbr_w_offset.tif,-31.571247100830078,77.6873779296875,29.40813679245283,265,7793.15625,22.149896714087575,31.47350311279297,55.9016227722168
2006_724,2006_724_rbr_w_offset.tif,-71.4580078125,390.6620788574219,187.0447235107422,2048,383067.59375,106.96118351624753,204.46917724609375,315.29022521972655
2010_872,2010_872_rbr_w_offset.tif,-104.8602294921875,427.4126892089844,100.81636679292929,2376,239539.6875,103.39647807496873,67.45443725585938,266.20973205566406
1989_965,1989_965_rbr_w_offset.tif,-97.38536834716797,582.5313720703125,276.9118604833647,12744,3528964.75,131.23324445310524,279.07501220703125,450.46469726562503
1995_1235,1995_1235_rbr_w_offset.tif,-304.0961608886719,550.2650756835938,27.181233352359207,6570,178580.703125,112.80302310310836,6.272519111633301,169.98370971679705
1998_732,1998_732_rbr_w_offset.tif,-513.0184936523438,485.0124206542969,54.384105073347584,209073,11370248.0,126.33107417076808,46.25719451904297,220.47787475585938
2021_1988,2021_1988_rbr_w_offset.tif,-253.50233459472656,515.2742309570312,238.72781978911493,9389,2241415.5,140.77469968956558,271.5331115722656,398.0289306640625
1996_651,1996_651_rbr_w_offset.tif,-600.576904296875,564.8873901367188,76.55242833075886,214283,16403884.0,148.83990550945728,63.8475456237793,283.5993347167969
2006_659,2006_659_rbr_w_offset.tif,-109.24420928955078,553.8047485351562,294.3332092099547,16113,4742591.0,125.31819675427555,328.7401123046875,418.3709411621094
2006_681,2006_681_rbr_w_offset.tif,-134.7455596923828,430.1539001464844,171.0070730572359,10745,1837471.0,95.59531086140726,179.1630096435547,290.2334350585938
1995_1250,1995_1250_rbr_w_offset.tif,-282.3686828613281,469.2713928222656,153.42424457226184,3086,473467.21875,161.77885622057244,171.65362548828125,353.6690979003906
2001_360,2001_360_rbr_w_offset.tif,-905.4796752929688,451.3088684082031,44.687636791420445,4569,204177.8125,201.86599242468955,2.5740065574645996,336.7646667480468
2023_175,2023_175_rbr_w_offset.tif,-451.29156494140625,492.3350830078125,269.54942921030954,8497,2290361.5,120.26649051929807,301.31866455078125,394.95411987304703
1993_248,1993_248_rbr_w_offset.tif,-145.80630493164062,230.83932495117188,2.1644214346076938,10502,22730.75390625,44.87503279285017,2.551650047302246,55.554927825927734
2013_929,2013_929_rbr_w_offset.tif,-658.6138305664062,847.3595581054688,292.5814483887413,223614,65425308.0,135.9501319043477,317.969970703125,447.50585937500006
2011_455,2011_455_rbr_w_offset.tif,-94.02301025390625,540.5130004882812,352.99366821443647,4738,1672484.0,98.01672303935348,373.1200256347656,456.6139343261719
1991_440,1991_440_rbr_w_offset.tif,-16.664512634277344,524.6405029296875,295.0406605113636,1056,311562.9375,104.7576690048376,312.50396728515625,413.9642639160156
2006_877,2006_877_rbr_w_offset.tif,-104.58943176269531,395.864501953125,182.44372751798562,2780,507193.5625,100.7050751116862,204.00474548339844,293.27439575195314
1993_10,1993_10_rbr_w_offset.tif,-305.1656799316406,587.3280639648438,258.8444973358938,184865,47851288.0,143.74761325728005,286.2085266113281,428.14215087890625
2016_1167,2016_1167_rbr_w_offset.tif,-244.54257202148438,371.0094909667969,-40.284495223738254,65009,-2618854.75,51.1964623821505,-39.852508544921875,8.20325794219975
2020_530,2020_530_rbr_w_offset.tif,-51.189537048339844,363.3392639160156,226.16009473425197,254,57444.6640625,79.49834946487455,233.78555297851562,315.5421661376953
2014_2246,2014_2246_rbr_w_offset.tif,-86.75273895263672,357.09552001953125,38.84814956865884,2811,109202.1484375,86.56425752170497,6.25477933883667,186.02841186523438
2021_2012,2021_2012_rbr_w_offset.tif,-349.5471496582031,526.1516723632812,178.23532890110593,31286,5576270.5,152.08540613444657,173.3126983642578,388.4153594970703
