GID,fwi_90th,dmc_90th,dc_90th,isi_90th,bui_90th,ffmc_90th
1996_671,6.126906784650735,9.844380652315962,70.14195573663598,0.4925730345146786,14.574767829104053,61.868430980003716
1996_674,4.458064256599991,7.35755126305304,57.778401048934256,0.3171080032651457,11.107034137090169,55.022329543048045
1996_675,4.389312681103153,6.873033783715631,63.379966495277586,0.6981451558011357,10.24322699280327,70.16960759514467
1996_678,4.336184563460782,6.855100933566094,56.464788646368746,0.677472304622036,9.894985161439873,69.90905533260872
1996_715,2.5603414304269556,4.560993047527757,51.34516751877009,0.3182416505215948,7.091689441360746,55.3757129877146
1996_716,4.872630814196404,8.313338656506833,57.62209354691941,0.7043382695258461,12.011500366167493,70.40984521089652
1997_338,3.488112413530193,5.646552659253343,47.447066320800815,0.5817751274231944,8.646995872699877,64.18528497546971
1998_714,0.6607179629203805,1.9760313159227036,22.95576241107874,0.0248810313926147,3.25141040643746,37.444000323648105
1998_732,1.1405955673787966,2.9197957278735927,17.024576755689562,0.4435379851602898,4.085409200390926,61.015695212026486
1998_737,5.218669435541031,10.726422763559476,23.698885464030703,1.2623870628520644,10.667918272753944,80.02815574380143
1998_741,1.5950066431150873,3.57825561916129,21.158562772034777,0.44307523813475447,5.049213663122831,60.10580902910723
1998_843,NA,NA,NA,NA,NA,NA
1998_844,0.07508543004732628,0.2284839992855301,2.4085643554687635,0.06351136674699484,0.3580162409018592,40.01535612919869
1998_845,0.7777832220187253,2.2927634365703105,21.334427686650137,0.5737042646445957,3.234062449332412,59.391156883240065
1998_846,0.037984078856899646,0.117452967662137,2.052137329101569,0.05845215280020388,0.1868142605176879,40.84302433571648
1998_851,0.3343453818510283,1.021479492987296,19.16704044480701,0.011941359249529146,1.6579691444497768,34.24101005078576
1998_853,0.8444706242301199,2.4673294940235233,19.439139038085948,0.1657588107061103,4.044219076310035,48.83722731858639
1998_855,0.9603511682404803,2.8324755668053463,27.686668533192588,0.12963214749087754,4.304050621504842,47.38856235343401
1998_856,2.136041940227444,4.759965751422729,22.49986630948557,0.6143489240815778,5.650936074323935,67.63351031638848
1998_859,3.819602356240084,5.635005956175862,52.84408452107711,0.7150536497905597,8.815249849050527,71.82432456170922
1998_860,3.119674986648504,5.392747845362826,39.646371224966664,0.5149962102406195,7.816589375421776,61.79553916745577
1998_862,NA,NA,NA,NA,NA,NA
1999_1125,0.04077732877879685,0.10558467791868709,7.389837829589848,1.3011655594402605e-8,0.20388661726049304,2.507847921998103
1999_463,1.5786812010985811,2.7614674733845503,42.66346858808802,0.6799898669795488,4.753125540037259,69.13275802787082
1999_468,8.39208314933501,14.613273468483696,33.5969762817383,2.5090051367346633,14.572664239988766,84.94096044129589
1999_474,0.33650725618203925,1.5069005126421078,10.077929779052743,0.004276933021530999,1.6761350271746187,29.68112380588891
1999_507,7.338434015349666,13.41167927628497,31.529138379357338,1.9225727833246538,13.38174702534528,82.44727289746285
1999_521,7.359353831710594,13.564634185043886,32.714761073491026,1.9591951042391338,13.547064469010559,83.18467733565925
1999_537,NA,NA,NA,NA,NA,NA
1999_697,5.195907403856071,10.523991452994016,18.28662258300783,1.3537763197600128,10.351709330409843,80.36634669898879
1999_698,1.2528698996087955,3.045269356639572,23.477148919677752,0.2321022568779491,4.872398317152768,51.860987829858416
2000_431,0.014074121247952561,0.036139900946279405,3.3318165263010964,6.830200411431921e-6,0.0703691131779708,12.883719810301606
2000_451,0.43050616997304014,1.7140706799058745,8.543330145263685,0.009957339617275315,2.1355226392488085,33.35383276182896
2000_531,4.071642322914729,8.859389038047562,14.236396184430808,1.082390775314338,8.571854497259848,71.86806410996547
2000_532,0,0,0,0.23203390869945723,0,51.43704068983409
2000_533,0.0765048929450299,0.265034305013099,3.545764111328141,5.257623599499773e-4,0.38160502963246506,22.160645784269214
2001_314,3.787126885041752,5.818331000859557,36.028196032714874,0.8083463730281697,8.28948704475343,73.85810545132928
2001_353,NA,NA,NA,NA,NA,NA
2001_357,4.043822746908736,9.060960843356517,12.887721838378905,0.9967049533074686,8.779408409606646,71.3512031587268
2001_360,0.33052382422558524,0.9064214981047027,17.59230937440712,0.13063573753493865,1.5569824815289204,47.2530842072172
2001_361,3.6642386226397954,5.624794292948742,35.993180407714874,0.9071880264783813,8.089027920044296,76.5323616280492
2002_1204,NA,NA,NA,NA,NA,NA
2002_641,0.7105060412450149,2.3965865199864216,21.06376844482424,0.05372491174435334,3.4525089019223674,40.75443537756681
2002_655,0.6485265839708274,1.8333741627589346,23.66386536834053,0.11599618855579828,3.071465030821587,46.21525213013539
2002_664,0.623878511414,2.0149023016848964,18.90886466413729,0.06991024809360824,3.0060669945657366,42.3372397861523
2002_669,NA,NA,NA,NA,NA,NA
2002_675,0.5409676763729,1.6447965442938828,18.099548205566418,0.01573017152119791,2.678195644375537,32.74259119405968
2002_686,2.5408160574075223,5.0720263133802,39.88245150802841,0.01526473068025567,7.695972722443076,33.09511058491175
2002_689,0.6196939840991207,1.825871646697107,23.9403847686353,0.019778275809465923,3.066964358443694,35.78217087132573
2002_691,1.9654365783242562,3.40724706995798,53.72418618935199,0.7740222620738205,5.801768804316154,70.47314542543046
2002_714,0.8234505088174455,2.438426986301093,19.265604035236084,0.33008472280536716,3.603274115162186,55.3908421356414
2002_715,0.4157466380098172,1.196397406051366,18.239318782375182,0.01747841345583895,2.0541305125193894,35.92427771352273
2002_716,0.7710372084551076,2.1723313741090164,26.70451215590578,0.23912066123938025,3.61041412023615,52.26841757371802
2002_717,0.05000149838329226,0.13028845811213796,7.704379333496098,1.477630427774267e-7,0.25000725874483126,6.069435694116998
2003_735,NA,NA,NA,NA,NA,NA
2003_750,0.9209759355151991,2.7566717216416117,14.595983581542978,0.23917255508761875,3.5778692812462296,47.943825894787444
2003_796,2.580555458914448,4.418365760335963,33.05175980442951,0.7006038318638229,6.500497195784588,71.40168461184979
2003_807,4.741073196594474,8.138812826464745,29.06376210937503,1.2730812251782182,9.574369675900341,79.56903572151279
2003_814,4.755957039984192,7.750532624323589,45.20852160376791,0.8865947249364612,9.835897552010218,75.62556998298776
2003_815,3.2878262532611866,4.6017375012739805,49.389040586189,0.8155315778172694,7.464202819921601,70.10723528326096
2003_828,0.5604250410637852,2.023549467243219,19.5618992285034,0.03542228792328991,2.74712047500997,37.770519958736706
2003_834,2.1417828928762326,6.483481401815254,15.815693821407944,0.5607341080131915,6.346017983106956,59.93532557007492
2003_880,NA,NA,NA,NA,NA,NA
2003_883,1.504573988944542,3.2157308494346992,21.191189453125013,0.41314242279574886,4.64987220474597,58.084714097109604
2003_885,NA,NA,NA,NA,NA,NA
2003_886,1.8131758194599283,4.004857109902416,22.17752581787112,0.5997519923427364,5.161983371059568,66.63816657387592
2005_1270,NA,NA,NA,NA,NA,NA
2005_1311,NA,NA,NA,NA,NA,NA
2005_463,0.4635834029830618,1.3560029407560585,15.483591364687683,0.056419326704625836,2.249094168747983,42.065025810059645
2005_472,0.5025053853908495,1.4785679804638403,16.71227031852139,0.18761451491620393,2.3330912666905688,49.336999555489356
2005_488,0.9082732319639166,2.612652185809936,17.97873277906734,0.26624846783378164,4.0315142253375065,53.46188730844909
2005_493,0.5092801263132518,1.4821095005351195,23.49812528076173,0.006923317030933487,2.531962116751922,31.78333192347374
2005_496,1.2652761872005538,3.185339286562002,17.29215133056642,0.484106356099829,4.359229516084238,59.939212465206325
2005_515,1.5998548756948119,3.1396314123715268,31.514392775062213,0.6085254901584023,4.893174004848427,65.7704549074584
2005_598,NA,NA,NA,NA,NA,NA
2006_659,3.140722384077212,4.09432738978114,80.2328369389054,0.8279625187374691,7.262135836487175,71.33735187883126
2006_665,2.390873482829119,3.4170684872014956,74.4932636957225,0.6423278592403889,6.092655615203091,66.08612911183577
2006_671,0.22819765086125743,0.6474997821212114,18.01345150437306,0.008024695822028942,1.131313989513406,32.83231532308602
2006_676,0.8073402406499159,2.035485588052998,34.46462601258591,0.4001342114013271,3.499905980735938,58.102233576248054
2006_677,0.4199934663231645,1.0649444498879772,32.190983169963886,0.15031860746622872,1.9670368314545508,48.56816695404575
2006_680,0.267585514542305,0.7914088677514695,16.206190216423543,0.031043226139821425,1.3183355438355568,38.593873623873584
2006_681,0.2770623774242336,0.7284490389735852,22.77399122116652,0.013111580677357404,1.3749046620390188,34.74855850132941
2006_682,0.5475887646827247,1.4202340306108432,22.025010919189505,0.301713493835403,2.4461331905196766,54.53872313483136
2006_686,0.4321260418184551,1.152400322670553,20.62829937048797,0.14923390049249285,2.022353339653883,47.97111903550973
2006_687,0.18863220026954491,0.6054126573530352,12.76362579345705,0.0038067587517954236,0.9403539660569575,29.772965296317434
2006_688,0.42538789469671234,1.1060982793278498,27.736687782748923,0.12267596034007613,2.011425648696346,46.854062895516435
2006_690,0.6288105428820516,1.6236557273266348,26.38765863647464,0.316490967372166,2.8142152571685073,55.145389381691245
2006_692,0.21422014413068194,0.5774111247271658,17.863145727539084,0.0025071838143727147,1.0683974753586982,27.73196164876173
2006_693,0.640950366006239,1.6518785516282586,26.78742485595705,0.34339773655385264,2.862315201508051,56.046175979715386
2006_696,0.25632246001133535,0.7541492084880699,12.903990502929704,0.04459695470081761,1.2423891321724834,40.59823052037804
2006_698,0.22091339575232288,0.5877219032124958,22.026118634033214,0.0024335091760809436,1.1019099860421695,28.376330434720828
2006_699,0.42422095768823165,1.1449978631174411,27.205689287109372,0.0414310848411898,2.0716807903943306,40.322094513301025
2006_700,0.5213337720296785,1.4509819334287397,23.64393233642581,0.06903865676351752,2.515716502446767,43.126641126293
2006_701,0.06699549067530904,0.1705760155159315,22.028854211425806,0.0010459191194740482,0.3345532571220105,25.471263732377672
2006_702,0.2361266298673838,0.6312400409031307,21.734455773925802,0.0033440828707606857,1.1769550107983173,29.432290756146358
2006_703,0.389400460752264,1.0732286611781345,23.014800274658228,0.019305500324108237,1.9222567677653708,36.44628885914424
2006_708,0.32327012320182047,0.8856975551892862,21.564700216440094,0.00775700146708115,1.606379464440769,32.276743436996334
2006_709,0.4237365294701206,1.1481437119694518,27.365572412109394,0.03250347421636158,2.0779520499338426,39.07720485913468
2006_710,0.3841842475773971,1.0604190382989815,22.579471398925804,0.017963901327034182,1.8978275690114077,36.02649018346163
2006_714,NA,NA,NA,NA,NA,NA
2006_723,0.24392610230264183,0.6451129102677132,25.94713491210941,0.004859027187829064,1.2145174551494033,30.867289646808075
2006_724,0.21510007091582692,0.632678286920646,12.095375811767592,0.0010957539499790018,1.0747140994825373,25.77142616619239
2006_725,0.317456150477327,0.8626883735536256,22.11569014892581,0.013812648585111022,1.5718390106443687,35.04810882315081
2006_747,0.6007263476973419,1.5365693056432832,22.125902325439476,0.39106775815882006,2.6185192603102707,57.52235432280668
2006_748,0.6689283812084106,1.6547066592349526,26.471289440918,0.46554898912878084,2.861761723952463,59.625857928985944
2006_749,0.26938692958472904,0.7244452976277602,22.776546368408233,0.003920314937728774,1.3421659215673925,29.968890489670112
2006_750,0.3317024741089434,0.8717324734062768,28.617144541522052,0.04088746172823596,1.62007603990655,40.11364821894869
2006_751,2.644320998199502,3.7276063364371375,64.95930499658114,0.6735688906067965,6.519547113587036,66.66714767046885
2006_870,0.34042842752956315,0.9542219104275641,18.73836665039065,0.0070559731797883735,1.6925077818542853,32.548083949445015
2006_871,0.34042842752956315,0.9542219104275641,18.73836665039065,0.0070559731797883735,1.6925077818542853,32.548083949445015
2006_872,0.1534433266510466,0.4356560148379723,12.1304500305176,7.800891534204629e-4,0.7667495629265093,24.55500591965551
2006_873,0.21894852004302146,0.582362348177187,21.95083152465823,0.0022699013138640922,1.0922530981925025,28.1442420756553
2006_874,0.33408214047950735,0.9035301912289904,22.764593243408232,0.025346093642513324,1.643931274496932,37.732059674880965
2006_877,0.2906617319904972,0.8461851069394973,12.618528979443454,0.0045681594576911805,1.4475145025533496,30.81691103647335
2006_878,0.6129479524009928,1.8896146975666115,18.70386117553712,0.06235859461928943,2.966314295667053,42.79154553290385
2006_879,0.8425272300137885,2.291274991384124,18.825083715820345,0.4476294040927792,3.510971265914894,58.54525855068091
2006_880,0.3377532366848534,0.9218322655565737,21.78866404935324,0.003744340243222352,1.6733968335226301,29.457286427713655
2006_881,NA,NA,NA,NA,NA,NA
2006_883,NA,NA,NA,NA,NA,NA
2006_884,NA,NA,NA,NA,NA,NA
2006_886,0.6768342256417041,2.262317988216357,17.655469192528308,0.03684171326762319,3.2647939408478983,39.668738223269806
2006_898,NA,NA,NA,NA,NA,NA
2007_362,0.44823413759481345,1.252217670213877,25.670431558873453,0.005270064084475346,2.2308537183023356,30.11007255798083
2007_375,0.6269516493988363,2.0941767383014787,19.478553516789155,0.20733965033826723,2.9764565867105004,50.75629266108224
2007_380,0.8575616427624194,2.767561041188627,17.068198919677737,0.20841606891122028,3.9378876953797852,50.70945184493088
2007_492,0.9161713489659249,3.1972611827908266,13.375519439697282,0.18284629437166863,4.249224081934506,49.885150515879545
2007_493,1.0564159070403407,3.1777577837562565,17.22704802246096,0.41817529655435065,4.349576354014772,59.395831064220744
2007_867,NA,10,15,NA,9.763767270830204,80
2007_991,4.153442419669009,6.992228483732677,35.84043917324802,1.0181882825370026,9.332000633072257,77.45834418447832
2007_993,6.150915546779585,8.998978186799185,43.64243319091799,1.5542584009052356,11.874891289931622,81.71698127878928
2010_546,0.5033240356836344,2.0100268690412477,7.738576675730749,0.07051528371151962,2.424243625361907,41.401056494172735
2010_558,1.235436672030755,3.2763413042491596,16.901879160443507,0.45335627504877907,4.412331863952787,59.964941722517665
2010_872,0.06005875255615039,0.19941692048846407,2.6024406860351643,0.003092589631577361,0.3000938600345397,29.101986140957976
2010_874,0.5309100940693621,1.6274791534075705,15.628893924216454,0.0485457305339939,2.581181848157626,39.624378400384195
2010_875,NA,NA,NA,NA,NA,NA
2010_876,0.25610810225697017,0.768811952765362,15.352660058593765,0.0017845047054298,1.2782226803737573,27.43699799599954
2010_884,0.052275681469043475,0.16281382121769344,1.9344240234374923,1.967708985539334e-4,0.26125999660575305,18.483817784965687
